event_id,event_start_date,event_end_date,risk_id,business_line,business_line_id,causal_factor,causal_factor_id,province_occurred,city_occurred,location_id,gross_loss_cny,recovery_amount_cny,net_loss_cny,log_gross_loss,loss_severity_bucket,is_high_loss,num_banks_involved,primary_bank_code,event_duration_months,description,event_date,gross_loss,recovery_amount,net_loss,business_unit,mitigation_status,mitigation_due_date,expected_loss,probability_score
761,2004-12-01,2006-09-01,RISK-0018,Commercial banking,BL-003,Process,CF-003,Henan,,LOC-0082,819000000.0,0.0,819000000.0,20.523594643038344,Critical,1,1,1,21.0,"Operational risk event: Execution, delivery & process management caused by Process in Commercial banking located in Henan, Unknown city.",2004-12-01,819000000.0,0.0,819000000.0,Commercial banking,Unknown,,819000000.0,
762,2005-12-01,2006-12-01,RISK-0018,Commercial banking,BL-003,Process,CF-003,Shanxi,,LOC-0037,110000000.0,0.0,110000000.0,18.5159909328476,Critical,1,1,1,12.0,"Operational risk event: Execution, delivery & process management caused by Process in Commercial banking located in Shanxi, Unknown city.",2005-12-01,110000000.0,0.0,110000000.0,Commercial banking,Unknown,,110000000.0,
763,,,RISK-0018,Commercial banking,BL-003,Process,CF-003,Yunnan,,LOC-0106,600000000.0,0.0,600000000.0,20.21244021484709,Critical,1,1,1,,"Operational risk event: Execution, delivery & process management caused by Process in Commercial banking located in Yunnan, Unknown city.",,600000000.0,0.0,600000000.0,Commercial banking,Unknown,,600000000.0,
764,2006-08-01,2006-08-01,RISK-0013,Retail banking,BL-007,Process,CF-003,Jiangsu,Xuzhou,LOC-0162,11125.0,0.0,11125.0,9.317039990635239,Low,0,1,9,0.0,"Operational risk event: Execution, delivery & process management caused by Process in Retail banking located in Jiangsu, Xuzhou.",2006-08-01,11125.0,0.0,11125.0,Retail banking,Unknown,,11125.0,
765,2006-04-01,2006-06-01,RISK-0045,Asset management,BL-002,Process,CF-003,Guangdong,Guangzhou,LOC-0044,515000.0,0.0,515000.0,13.151924121391561,Medium,0,0,,2.0,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Guangdong, Guangzhou.",2006-04-01,515000.0,0.0,515000.0,Asset management,Unknown,,515000.0,
766,,,RISK-0037,Agency services,BL-001,Process,CF-003,Shanghai,,LOC-0225,300000.0,0.0,300000.0,12.611541086966115,Medium,0,1,7,,"Operational risk event: Execution, delivery & process management caused by Process in Agency services located in Shanghai, Unknown city.",,300000.0,0.0,300000.0,Agency services,Unknown,,300000.0,
767,2007-12-01,,RISK-0014,Payment and settlement,BL-006,Process,CF-003,Heilongjiang,Heihe,LOC-0140,557000000.0,0.0,557000000.0,20.13807579968689,Critical,1,1,5,,"Operational risk event: Execution, delivery & process management caused by Process in Payment and settlement located in Heilongjiang, Heihe.",2007-12-01,557000000.0,0.0,557000000.0,Payment and settlement,Unknown,,557000000.0,
768,2006-08-01,2007-07-01,RISK-0013,Retail banking,BL-007,Process,CF-003,Shanghai,Shanghai,LOC-0016,7300.0,0.0,7300.0,8.895766604056085,Low,0,1,12,11.0,"Operational risk event: Execution, delivery & process management caused by Process in Retail banking located in Shanghai, Shanghai.",2006-08-01,7300.0,0.0,7300.0,Retail banking,Unknown,,7300.0,
769,2007-09-01,2007-11-01,RISK-0013,Retail banking,BL-007,Process,CF-003,Liaoning,Shenyang,LOC-0054,10000.0,0.0,10000.0,9.210440366976517,Low,0,0,,2.0,"Operational risk event: Execution, delivery & process management caused by Process in Retail banking located in Liaoning, Shenyang.",2007-09-01,10000.0,0.0,10000.0,Retail banking,Unknown,,10000.0,
770,2007-06-01,2007-06-01,RISK-0013,Retail banking,BL-007,Process,CF-003,Jiangsu,Xuzhou,LOC-0162,3000.0,0.0,3000.0,8.006700845440367,Low,0,0,,0.0,"Operational risk event: Execution, delivery & process management caused by Process in Retail banking located in Jiangsu, Xuzhou.",2007-06-01,3000.0,0.0,3000.0,Retail banking,Unknown,,3000.0,
771,2007-01-01,,RISK-0013,Retail banking,BL-007,Process,CF-003,Shaanxi,Xianyang,LOC-0052,20000.0,0.0,20000.0,9.90353755128617,Low,0,1,153,,"Operational risk event: Execution, delivery & process management caused by Process in Retail banking located in Shaanxi, Xianyang.",2007-01-01,20000.0,0.0,20000.0,Retail banking,Unknown,,20000.0,
772,2006-06-01,2008-12-01,RISK-0014,Payment and settlement,BL-006,Process,CF-003,Henan,Zhengzhou,LOC-0018,300000.0,0.0,300000.0,12.611541086966115,Medium,0,1,10,30.0,"Operational risk event: Execution, delivery & process management caused by Process in Payment and settlement located in Henan, Zhengzhou.",2006-06-01,300000.0,0.0,300000.0,Payment and settlement,Unknown,,300000.0,
773,2007-03-01,2007-03-01,RISK-0013,Retail banking,BL-007,Process,CF-003,Beijing,,LOC-0035,210000.0,0.0,210000.0,12.25486757159303,Medium,0,1,7,0.0,"Operational risk event: Execution, delivery & process management caused by Process in Retail banking located in Beijing, Unknown city.",2007-03-01,210000.0,0.0,210000.0,Retail banking,Unknown,,210000.0,
774,2007-02-01,2007-02-01,RISK-0013,Retail banking,BL-007,Process,CF-003,Beijing,,LOC-0035,160000.0,0.0,160000.0,11.982935344196433,Medium,0,1,4,0.0,"Operational risk event: Execution, delivery & process management caused by Process in Retail banking located in Beijing, Unknown city.",2007-02-01,160000.0,0.0,160000.0,Retail banking,Unknown,,160000.0,
775,2007-08-01,2007-08-01,RISK-0014,Payment and settlement,BL-006,Process,CF-003,Henan,Zhoukou,LOC-0031,20000.0,0.0,20000.0,9.90353755128617,Low,0,1,153,0.0,"Operational risk event: Execution, delivery & process management caused by Process in Payment and settlement located in Henan, Zhoukou.",2007-08-01,20000.0,0.0,20000.0,Payment and settlement,Unknown,,20000.0,
776,2006-06-01,,RISK-0018,Commercial banking,BL-003,Process,CF-003,Beijing,,LOC-0035,30000000.0,0.0,30000000.0,17.216707972959764,Critical,1,1,22,,"Operational risk event: Execution, delivery & process management caused by Process in Commercial banking located in Beijing, Unknown city.",2006-06-01,30000000.0,0.0,30000000.0,Commercial banking,Unknown,,30000000.0,
777,2007-04-01,2007-04-01,RISK-0013,Retail banking,BL-007,Process,CF-003,Heilongjiang,Jixi,LOC-0230,100000.0,0.0,100000.0,11.51293546492023,Medium,0,0,,0.0,"Operational risk event: Execution, delivery & process management caused by Process in Retail banking located in Heilongjiang, Jixi.",2007-04-01,100000.0,0.0,100000.0,Retail banking,Unknown,,100000.0,
778,2007-04-01,2007-04-01,RISK-0020,Retail banking,BL-007,System,CF-004,Anhui,Wuhu,LOC-0231,99900.0,0.0,99900.0,11.511934974596555,Low,0,1,7,0.0,"Operational risk event: External fraud caused by System in Retail banking located in Anhui, Wuhu.",2007-04-01,99900.0,0.0,99900.0,Retail banking,Unknown,,99900.0,
779,2007-01-01,2007-01-01,RISK-0020,Retail banking,BL-007,System,CF-004,Guangdong,Shaoguan,LOC-0066,5000.0,0.0,5000.0,8.517393171418904,Low,0,0,,0.0,"Operational risk event: External fraud caused by System in Retail banking located in Guangdong, Shaoguan.",2007-01-01,5000.0,0.0,5000.0,Retail banking,Unknown,,5000.0,
780,2006-04-01,2006-04-01,RISK-0020,Retail banking,BL-007,System,CF-004,Jiangsu,Suzhou,LOC-0144,138500.0,0.0,138500.0,11.83863282480007,Medium,0,1,4,0.0,"Operational risk event: External fraud caused by System in Retail banking located in Jiangsu, Suzhou.",2006-04-01,138500.0,0.0,138500.0,Retail banking,Unknown,,138500.0,
781,2007-01-01,2007-01-01,RISK-0019,Retail banking,BL-007,System,CF-004,Zhejiang,Ningbo,LOC-0117,579500.0,0.0,579500.0,13.269922667385995,Medium,0,0,,0.0,"Operational risk event: Business disruption and system failures caused by System in Retail banking located in Zhejiang, Ningbo.",2007-01-01,579500.0,0.0,579500.0,Retail banking,Unknown,,579500.0,
782,2007-01-01,2007-01-01,RISK-0019,Retail banking,BL-007,System,CF-004,Guangdong,Shaoguan,LOC-0066,5010.0,0.0,5010.0,8.519390774959724,Low,0,0,,0.0,"Operational risk event: Business disruption and system failures caused by System in Retail banking located in Guangdong, Shaoguan.",2007-01-01,5010.0,0.0,5010.0,Retail banking,Unknown,,5010.0,
783,2007-12-01,2007-12-01,RISK-0020,Retail banking,BL-007,System,CF-004,Jiangsu,Nanjing,LOC-0041,460000.0,0.0,460000.0,13.038983942375959,Medium,0,0,,0.0,"Operational risk event: External fraud caused by System in Retail banking located in Jiangsu, Nanjing.",2007-12-01,460000.0,0.0,460000.0,Retail banking,Unknown,,460000.0,
784,2006-09-01,2007-06-01,RISK-0024,Payment and settlement,BL-006,External event,CF-001,Ningxia,Yinchuan,LOC-0092,2480000.0,0.0,2480000.0,14.72376952136689,High,0,0,,9.0,"Operational risk event: External fraud caused by External event in Payment and settlement located in Ningxia, Yinchuan.",2006-09-01,2480000.0,0.0,2480000.0,Payment and settlement,Unknown,,2480000.0,
785,2002-12-01,,RISK-0025,Retail banking,BL-007,External event,CF-001,Beijing,Beijing,LOC-0005,67000000.0,0.0,67000000.0,18.020203192280615,Critical,1,1,8,,"Operational risk event: External fraud caused by External event in Retail banking located in Beijing, Beijing.",2002-12-01,67000000.0,0.0,67000000.0,Retail banking,Unknown,,67000000.0,
786,2005-10-01,2006-03-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Heilongjiang,Qiqihar,LOC-0220,15080000.0,0.0,15080000.0,16.528879986857078,Critical,1,0,,5.0,"Operational risk event: External fraud caused by External event in Retail banking located in Heilongjiang, Qiqihar.",2005-10-01,15080000.0,0.0,15080000.0,Retail banking,Unknown,,15080000.0,
787,2006-09-01,2007-09-01,RISK-0024,Payment and settlement,BL-006,External event,CF-001,Shandong,Jinan,LOC-0015,600000000.0,0.0,600000000.0,20.21244021484709,Critical,1,0,,12.0,"Operational risk event: External fraud caused by External event in Payment and settlement located in Shandong, Jinan.",2006-09-01,600000000.0,0.0,600000000.0,Payment and settlement,Unknown,,600000000.0,
788,,,RISK-0023,Commercial banking,BL-003,External event,CF-001,Fujian,Xiamen,LOC-0086,2000000000.0,0.0,2000000000.0,21.416413018006356,Critical,1,3,6,,"Operational risk event: External fraud caused by External event in Commercial banking located in Fujian, Xiamen.",,2000000000.0,0.0,2000000000.0,Commercial banking,Unknown,,2000000000.0,
789,2006-03-01,2006-06-01,RISK-0024,Payment and settlement,BL-006,External event,CF-001,Sichuan,Chengdu,LOC-0033,11000000.0,0.0,11000000.0,16.213405921671733,Critical,1,1,153,3.0,"Operational risk event: External fraud caused by External event in Payment and settlement located in Sichuan, Chengdu.",2006-03-01,11000000.0,0.0,11000000.0,Payment and settlement,Unknown,,11000000.0,
790,2006-08-01,,RISK-0023,Commercial banking,BL-003,External event,CF-001,Zhejiang,Wenzhou,LOC-0061,1250000.0,0.0,1250000.0,14.038654909278163,High,0,1,1,,"Operational risk event: External fraud caused by External event in Commercial banking located in Zhejiang, Wenzhou.",2006-08-01,1250000.0,0.0,1250000.0,Commercial banking,Unknown,,1250000.0,
791,2006-08-01,,RISK-0024,Payment and settlement,BL-006,External event,CF-001,Anhui,Anqing,LOC-0232,119000.0,0.0,119000.0,11.686887175419702,Medium,0,0,,,"Operational risk event: External fraud caused by External event in Payment and settlement located in Anhui, Anqing.",2006-08-01,119000.0,0.0,119000.0,Payment and settlement,Unknown,,119000.0,
792,2006-05-01,2006-05-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Henan,Pingdingshan,LOC-0195,599000.0,0.0,599000.0,13.303018546545275,Medium,0,0,,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Henan, Pingdingshan.",2006-05-01,599000.0,0.0,599000.0,Retail banking,Unknown,,599000.0,
793,2006-10-01,2007-06-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Beijing,Beijing,LOC-0005,80000.0,0.0,80000.0,11.289794413577894,Low,0,3,7,8.0,"Operational risk event: External fraud caused by External event in Retail banking located in Beijing, Beijing.",2006-10-01,80000.0,0.0,80000.0,Retail banking,Unknown,,80000.0,
794,,2006-08-01,RISK-0023,Commercial banking,BL-003,External event,CF-001,Zhejiang,Hangzhou,LOC-0148,3800000000.0,0.0,3800000000.0,22.05826690394191,Critical,1,3,4,,"Operational risk event: External fraud caused by External event in Commercial banking located in Zhejiang, Hangzhou.",,3800000000.0,0.0,3800000000.0,Commercial banking,Unknown,,3800000000.0,
795,2006-12-01,2006-12-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Hubei,Wuhan,LOC-0065,250000.0,0.0,250000.0,12.429220196836383,Medium,0,1,6,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Hubei, Wuhan.",2006-12-01,250000.0,0.0,250000.0,Retail banking,Unknown,,250000.0,
796,2006-10-01,2006-11-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Guangdong,Guangzhou,LOC-0044,500000.0,0.0,500000.0,13.122365377402328,Medium,0,0,,1.0,"Operational risk event: External fraud caused by External event in Retail banking located in Guangdong, Guangzhou.",2006-10-01,500000.0,0.0,500000.0,Retail banking,Unknown,,500000.0,
797,,,RISK-0025,Retail banking,BL-007,External event,CF-001,Fujian,Fuzhou,LOC-0039,67000.0,0.0,67000.0,11.112462823634855,Low,0,1,7,,"Operational risk event: External fraud caused by External event in Retail banking located in Fujian, Fuzhou.",,67000.0,0.0,67000.0,Retail banking,Unknown,,67000.0,
798,2006-04-01,2006-04-01,RISK-0041,Retail banking,BL-007,External event,CF-001,Beijing,Beijing,LOC-0005,90000.0,0.0,90000.0,11.407576060361786,Low,0,1,6,0.0,"Operational risk event: Execution, delivery & process management caused by External event in Retail banking located in Beijing, Beijing.",2006-04-01,90000.0,0.0,90000.0,Retail banking,Unknown,,90000.0,
799,2004-03-01,2006-07-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Fujian,Quanzhou,LOC-0142,126170.00000000001,0.0,126170.00000000001,11.745393408704755,Medium,0,1,5,28.0,"Operational risk event: External fraud caused by External event in Retail banking located in Fujian, Quanzhou.",2004-03-01,126170.00000000001,0.0,126170.00000000001,Retail banking,Unknown,,126170.00000000001,
800,2006-11-01,2006-11-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Xinjiang,Urumqi,LOC-0147,120000.0,0.0,120000.0,11.695255355062795,Medium,0,1,7,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Xinjiang, Urumqi.",2006-11-01,120000.0,0.0,120000.0,Retail banking,Unknown,,120000.0,
801,2006-02-01,2006-03-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Shanghai,Shanghai,LOC-0016,110000.0,0.0,110000.0,11.608244735642321,Medium,0,1,4,1.0,"Operational risk event: External fraud caused by External event in Retail banking located in Shanghai, Shanghai.",2006-02-01,110000.0,0.0,110000.0,Retail banking,Unknown,,110000.0,
802,2006-08-01,2006-08-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Chongqing,Chongqing,LOC-0006,132000.0,0.0,132000.0,11.790564777297387,Medium,0,0,,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Chongqing, Chongqing.",2006-08-01,132000.0,0.0,132000.0,Retail banking,Unknown,,132000.0,
803,2006-09-01,2006-09-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Jiangsu,Yangzhou,LOC-0233,41910.0,0.0,41910.0,10.643303601288238,Low,0,1,7,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Jiangsu, Yangzhou.",2006-09-01,41910.0,0.0,41910.0,Retail banking,Unknown,,41910.0,
804,2006-02-01,2006-02-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Guangdong,Guangzhou,LOC-0044,1190000.0,0.0,1190000.0,13.989464705423494,High,0,0,,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Guangdong, Guangzhou.",2006-02-01,1190000.0,0.0,1190000.0,Retail banking,Unknown,,1190000.0,
805,2007-09-01,2007-09-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Henan,Xinxiang,LOC-0116,349000.0,0.0,349000.0,12.762830066509972,Medium,0,1,5,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Henan, Xinxiang.",2007-09-01,349000.0,0.0,349000.0,Retail banking,Unknown,,349000.0,
806,,,RISK-0023,Commercial banking,BL-003,External event,CF-001,Henan,Luohe,LOC-0129,200000000.0,0.0,200000000.0,19.11382792951231,Critical,1,1,6,,"Operational risk event: External fraud caused by External event in Commercial banking located in Henan, Luohe.",,200000000.0,0.0,200000000.0,Commercial banking,Unknown,,200000000.0,
807,2007-04-01,,RISK-0025,Retail banking,BL-007,External event,CF-001,Beijing,Beijing,LOC-0005,60530.0,0.0,60530.0,11.010910909482787,Low,0,0,,,"Operational risk event: External fraud caused by External event in Retail banking located in Beijing, Beijing.",2007-04-01,60530.0,0.0,60530.0,Retail banking,Unknown,,60530.0,
808,,,RISK-0024,Payment and settlement,BL-006,External event,CF-001,Zhejiang,Hangzhou,LOC-0148,10000000.0,0.0,10000000.0,16.118095750958314,Critical,1,0,,,"Operational risk event: External fraud caused by External event in Payment and settlement located in Zhejiang, Hangzhou.",,10000000.0,0.0,10000000.0,Payment and settlement,Unknown,,10000000.0,
809,2006-06-01,2006-12-01,RISK-0024,Payment and settlement,BL-006,External event,CF-001,Jiangsu,Changzhou,LOC-0234,19600000.0,0.0,19600000.0,16.791040175221152,Critical,1,0,,6.0,"Operational risk event: External fraud caused by External event in Payment and settlement located in Jiangsu, Changzhou.",2006-06-01,19600000.0,0.0,19600000.0,Payment and settlement,Unknown,,19600000.0,
810,2007-09-01,2007-09-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Jiangsu,Yancheng,LOC-0068,118840.0,0.0,118840.0,11.685541744216334,Medium,0,0,,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Jiangsu, Yancheng.",2007-09-01,118840.0,0.0,118840.0,Retail banking,Unknown,,118840.0,
811,2007-03-01,2007-09-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Jiangsu,Taizhou,LOC-0235,500000.0,0.0,500000.0,13.122365377402328,Medium,0,1,61,6.0,"Operational risk event: External fraud caused by External event in Retail banking located in Jiangsu, Taizhou.",2007-03-01,500000.0,0.0,500000.0,Retail banking,Unknown,,500000.0,
812,2007-04-01,2009-09-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Qinghai,Xining,LOC-0169,150000.0,0.0,150000.0,11.918397239722838,Medium,0,1,153,29.0,"Operational risk event: External fraud caused by External event in Retail banking located in Qinghai, Xining.",2007-04-01,150000.0,0.0,150000.0,Retail banking,Unknown,,150000.0,
813,2007-04-01,2007-08-01,RISK-0023,Commercial banking,BL-003,External event,CF-001,Henan,,LOC-0082,100000000.0,0.0,100000000.0,18.420680753952364,Critical,1,1,3,4.0,"Operational risk event: External fraud caused by External event in Commercial banking located in Henan, Unknown city.",2007-04-01,100000000.0,0.0,100000000.0,Commercial banking,Unknown,,100000000.0,
814,,,RISK-0023,Commercial banking,BL-003,External event,CF-001,Inner mongolia,Tongliao,LOC-0143,400000000.0,0.0,400000000.0,19.806975107572256,Critical,1,1,3,,"Operational risk event: External fraud caused by External event in Commercial banking located in Inner mongolia, Tongliao.",,400000000.0,0.0,400000000.0,Commercial banking,Unknown,,400000000.0,
815,2006-09-01,2007-10-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Jilin,Baishan,LOC-0236,1270000.0,0.0,1270000.0,14.054528245836039,High,0,0,,13.0,"Operational risk event: External fraud caused by External event in Retail banking located in Jilin, Baishan.",2006-09-01,1270000.0,0.0,1270000.0,Retail banking,Unknown,,1270000.0,
816,2007-07-01,2010-01-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Tianjin,,LOC-0004,1137000.0,0.0,1137000.0,13.943904652239762,High,0,0,,30.0,"Operational risk event: External fraud caused by External event in Retail banking located in Tianjin, Unknown city.",2007-07-01,1137000.0,0.0,1137000.0,Retail banking,Unknown,,1137000.0,
817,2007-06-01,,RISK-0025,Retail banking,BL-007,External event,CF-001,Yunnan,,LOC-0106,600000.0,0.0,600000.0,13.304686600863562,Medium,0,2,5,,"Operational risk event: External fraud caused by External event in Retail banking located in Yunnan, Unknown city.",2007-06-01,600000.0,0.0,600000.0,Retail banking,Unknown,,600000.0,
818,,2007-06-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Beijing,Beijing,LOC-0005,100000.0,0.0,100000.0,11.51293546492023,Medium,0,1,8,,"Operational risk event: External fraud caused by External event in Retail banking located in Beijing, Beijing.",,100000.0,0.0,100000.0,Retail banking,Unknown,,100000.0,
819,2008-06-01,2008-06-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Zhejiang,Ningbo,LOC-0117,19500.0,0.0,19500.0,9.87822102528824,Low,0,1,7,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Zhejiang, Ningbo.",2008-06-01,19500.0,0.0,19500.0,Retail banking,Unknown,,19500.0,
820,2007-09-01,2007-09-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Shaanxi,Xi'an,LOC-0001,23060.0,0.0,23060.0,10.045898158017241,Low,0,1,12,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Shaanxi, Xi'an.",2007-09-01,23060.0,0.0,23060.0,Retail banking,Unknown,,23060.0,
821,2007-11-01,2007-11-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Guangdong,Foshan,LOC-0057,48000.0,0.0,48000.0,10.778977123006351,Low,0,0,,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Guangdong, Foshan.",2007-11-01,48000.0,0.0,48000.0,Retail banking,Unknown,,48000.0,
822,,,RISK-0025,Retail banking,BL-007,External event,CF-001,Shandong,Jinan,LOC-0015,30000.0,0.0,30000.0,10.308985993422082,Low,0,0,,,"Operational risk event: External fraud caused by External event in Retail banking located in Shandong, Jinan.",,30000.0,0.0,30000.0,Retail banking,Unknown,,30000.0,
823,2007-06-01,2007-06-01,RISK-0024,Payment and settlement,BL-006,External event,CF-001,Hubei,Yichang,LOC-0206,10000000.0,0.0,10000000.0,16.118095750958314,Critical,1,1,4,0.0,"Operational risk event: External fraud caused by External event in Payment and settlement located in Hubei, Yichang.",2007-06-01,10000000.0,0.0,10000000.0,Payment and settlement,Unknown,,10000000.0,
824,2007-04-01,2007-12-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Fujian,Fuzhou,LOC-0039,80000.0,0.0,80000.0,11.289794413577894,Low,0,0,,8.0,"Operational risk event: External fraud caused by External event in Retail banking located in Fujian, Fuzhou.",2007-04-01,80000.0,0.0,80000.0,Retail banking,Unknown,,80000.0,
825,2007-01-01,2007-02-01,RISK-0024,Payment and settlement,BL-006,External event,CF-001,Sichuan,Chengdu,LOC-0033,2700000.0,0.0,2700000.0,14.80876270134486,High,0,1,7,1.0,"Operational risk event: External fraud caused by External event in Payment and settlement located in Sichuan, Chengdu.",2007-01-01,2700000.0,0.0,2700000.0,Payment and settlement,Unknown,,2700000.0,
826,2007-12-01,2007-12-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Jiangsu,Nanjing,LOC-0041,460000.0,0.0,460000.0,13.038983942375959,Medium,0,1,6,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Jiangsu, Nanjing.",2007-12-01,460000.0,0.0,460000.0,Retail banking,Unknown,,460000.0,
827,2007-11-01,2007-11-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Zhejiang,Jinhua,LOC-0084,188000.0,0.0,188000.0,12.144202560946876,Medium,0,0,,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Zhejiang, Jinhua.",2007-11-01,188000.0,0.0,188000.0,Retail banking,Unknown,,188000.0,
828,2007-01-01,2007-01-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Guangdong,Guangzhou,LOC-0044,14500.0,0.0,14500.0,9.581972891547895,Low,0,0,,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Guangdong, Guangzhou.",2007-01-01,14500.0,0.0,14500.0,Retail banking,Unknown,,14500.0,
829,2006-08-01,2007-11-01,RISK-0024,Payment and settlement,BL-006,External event,CF-001,Fujian,Xiamen,LOC-0086,138000.0,0.0,138000.0,11.835016210489899,Medium,0,0,,15.0,"Operational risk event: External fraud caused by External event in Payment and settlement located in Fujian, Xiamen.",2006-08-01,138000.0,0.0,138000.0,Payment and settlement,Unknown,,138000.0,
830,2005-08-01,2007-04-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Shanghai,,LOC-0225,154750.0,0.0,154750.0,11.949572652561505,Medium,0,7,6,20.0,"Operational risk event: External fraud caused by External event in Retail banking located in Shanghai, Unknown city.",2005-08-01,154750.0,0.0,154750.0,Retail banking,Unknown,,154750.0,
831,2006-07-01,2007-04-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Jiangsu,Wuxi,LOC-0108,1200000.0,0.0,1200000.0,13.997832948091215,High,0,0,,9.0,"Operational risk event: External fraud caused by External event in Retail banking located in Jiangsu, Wuxi.",2006-07-01,1200000.0,0.0,1200000.0,Retail banking,Unknown,,1200000.0,
832,2007-12-01,2007-12-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Henan,Zhengzhou,LOC-0018,40130.0,0.0,40130.0,10.599904381963697,Low,0,1,5,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Henan, Zhengzhou.",2007-12-01,40130.0,0.0,40130.0,Retail banking,Unknown,,40130.0,
833,2007-09-01,2007-11-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Henan,Xinxiang,LOC-0116,349000.0,0.0,349000.0,12.762830066509972,Medium,0,0,,2.0,"Operational risk event: External fraud caused by External event in Retail banking located in Henan, Xinxiang.",2007-09-01,349000.0,0.0,349000.0,Retail banking,Unknown,,349000.0,
834,2007-11-01,2007-11-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Jiangxi,Xinyu,LOC-0237,31944.0,0.0,31944.0,10.371770953036444,Low,0,1,8,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Jiangxi, Xinyu.",2007-11-01,31944.0,0.0,31944.0,Retail banking,Unknown,,31944.0,
835,,,RISK-0025,Retail banking,BL-007,External event,CF-001,Jiangsu,Nanjing,LOC-0041,166000.0,0.0,166000.0,12.019749091416921,Medium,0,1,61,,"Operational risk event: External fraud caused by External event in Retail banking located in Jiangsu, Nanjing.",,166000.0,0.0,166000.0,Retail banking,Unknown,,166000.0,
836,2007-08-01,2007-08-01,RISK-0043,Asset management,BL-002,External event,CF-001,Tianjin,,LOC-0004,100000.0,0.0,100000.0,11.51293546492023,Medium,0,0,,0.0,"Operational risk event: External fraud caused by External event in Asset management located in Tianjin, Unknown city.",2007-08-01,100000.0,0.0,100000.0,Asset management,Unknown,,100000.0,
837,,2007-11-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Guangdong,Shenzhen,LOC-0003,100000000.0,0.0,100000000.0,18.420680753952364,Critical,1,0,,,"Operational risk event: External fraud caused by External event in Retail banking located in Guangdong, Shenzhen.",,100000000.0,0.0,100000000.0,Retail banking,Unknown,,100000000.0,
838,2006-12-01,2007-02-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Beijing,,LOC-0035,220000.0,0.0,220000.0,12.301387370778713,Medium,0,0,,2.0,"Operational risk event: External fraud caused by External event in Retail banking located in Beijing, Unknown city.",2006-12-01,220000.0,0.0,220000.0,Retail banking,Unknown,,220000.0,
839,2007-07-01,2007-07-01,RISK-0025,Retail banking,BL-007,External event,CF-001,Hubei,Wuhan,LOC-0065,1520000.0,0.0,1520000.0,14.23422155071698,High,0,0,,0.0,"Operational risk event: External fraud caused by External event in Retail banking located in Hubei, Wuhan.",2007-07-01,1520000.0,0.0,1520000.0,Retail banking,Unknown,,1520000.0,
