event_id,risk_id,business_unit_id,event_date_key,due_date_key,gross_loss,recovery_amount,net_loss,impact_level,probability_score,expected_loss,mitigation_status,description
1222,RISK-0001,3.0,20130201,,27000000.0,0.0,27000000.0,Critical,,27000000.0,Unknown,"Operational risk event: Internal fraud caused by People in Commercial banking located in Chongqing,Yunnan, Kunming,Qujing,Simao."
1223,RISK-0023,3.0,20151201,,2000000.0,0.0,2000000.0,Critical,,2000000.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Shandong, Unknown city."
1224,RISK-0005,7.0,20160301,,800000.0,0.0,800000.0,High,,800000.0,Unknown,"Operational risk event: Internal fraud caused by People in Retail banking located in Shandong, Liaocheng."
1225,RISK-0031,2.0,19961201,,14000000.0,0.0,14000000.0,Critical,,14000000.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Beijing,Tianjin,Liaoning,Heilongjiang,Hubei,Hunan,Guangdong,Guangxi,Macao, Heihe,Qingdao,Zhuhai."
1226,RISK-0005,7.0,20130601,,8070000.0,0.0,8070000.0,Critical,,8070000.0,Unknown,"Operational risk event: Internal fraud caused by People in Retail banking located in Shandong, Unknown city."
1227,RISK-0023,3.0,,,17350000.0,0.0,17350000.0,Critical,,17350000.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Hunan, Changsha."
1228,RISK-0031,2.0,19961201,,13921099.999999998,0.0,13921099.999999998,Critical,,13921099.999999998,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Beijing,Liaoning,Guangdong,Guangxi,Macao, Qingdao,Zhuhai."
1229,RISK-0023,3.0,20121001,,10785000.0,0.0,10785000.0,Critical,,10785000.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Shandong, Binzhou."
1230,RISK-0023,3.0,20131101,,9233600.0,0.0,9233600.0,Critical,,9233600.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Unknown province, Taian."
1231,RISK-0001,3.0,20020601,,587300.0,0.0,587300.0,High,,587300.0,Unknown,"Operational risk event: Internal fraud caused by People in Commercial banking located in Unknown province, Enshi."
1232,RISK-0045,2.0,20161201,,2000000.0,0.0,2000000.0,Critical,,2000000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by Process in Asset management located in Shanghai, Unknown city."
1233,RISK-0005,7.0,,,5200000.0,0.0,5200000.0,Critical,,5200000.0,Unknown,"Operational risk event: Internal fraud caused by People in Retail banking located in Henan, Unknown city."
1234,RISK-0031,2.0,,,8000000.0,0.0,8000000.0,Critical,,8000000.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Unknown province, Huaihua."
1235,RISK-0002,5.0,19881201,,25080000.0,0.0,25080000.0,Critical,,25080000.0,Unknown,"Operational risk event: Internal fraud caused by People in No business line located in Jilin,Heilongjiang,Jiangsu,Shandong,Henan,Hunan,Sichuan,Yunnan, Jilin,Yichun,Xuzhou,Nanjing,Nantong,Lianyungang,Yantai,Rizhao,Huaihua,Dongfang,Chengdu."
1236,RISK-0060,9.0,20130801,,80000000.0,0.0,80000000.0,Critical,,80000000.0,Unknown,"Operational risk event: Clients, products & business practices caused by External event in Trading & sales located in Inner mongolia,Fujian,Jiangxi,Inner mongolia, Quanzhou,Nanchang."
1237,RISK-0023,3.0,,,1594000000.0,0.0,1594000000.0,Critical,,1594000000.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Hunan,Guangdong,Sichuan, Hengyang,Shenzhen,Chengdu,Ziyang."
1238,RISK-0023,3.0,20070801,,110000000.0,0.0,110000000.0,Critical,,110000000.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Henan, Qingdao,Sanmenxia."
1239,RISK-0023,3.0,,,129000000.0,0.0,129000000.0,Critical,,129000000.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Beijing,Jiangsu, Yancheng,Changzhou,Ali."
1240,RISK-0031,2.0,20130901,,3103300.0,0.0,3103300.0,Critical,,3103300.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Anhui, Unknown city."
1241,RISK-0023,3.0,,,126000000.0,0.0,126000000.0,Critical,,126000000.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Unknown province, Luoyang."
1242,RISK-0023,3.0,,,158887100.0,0.0,158887100.0,Critical,,158887100.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Fujian, Quanzhou."
1243,RISK-0023,3.0,,,129000000.0,0.0,129000000.0,Critical,,129000000.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Jiangsu, Changzhou."
1244,RISK-0005,7.0,,,828000.0,0.0,828000.0,High,,828000.0,Unknown,"Operational risk event: Internal fraud caused by People in Retail banking located in Sichuan, Unknown city."
1245,RISK-0001,3.0,20130801,,18650000.0,0.0,18650000.0,Critical,,18650000.0,Unknown,"Operational risk event: Internal fraud caused by People in Commercial banking located in Fujian, Quanzhou."
1246,RISK-0023,3.0,20160701,,370000000.0,0.0,370000000.0,Critical,,370000000.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Guizhou, Guiyang."
1247,RISK-0023,3.0,20160401,,114000000.0,0.0,114000000.0,Critical,,114000000.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Shanghai,Zhejiang, Jiaxing."
1248,RISK-0023,3.0,,,370000000.0,0.0,370000000.0,Critical,,370000000.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Shanghai, Unknown city."
1249,RISK-0061,2.0,20190401,,12200000000.0,0.0,12200000000.0,Critical,,12200000000.0,Unknown,"Operational risk event: Clients, products & business practices caused by External event in Asset management located in Beijing, Shenzhen."
1250,RISK-0001,3.0,20120301,,80000000.0,0.0,80000000.0,Critical,,80000000.0,Unknown,"Operational risk event: Internal fraud caused by People in Commercial banking located in Sichuan, Dalian,Chengdu,Deyang,Liangshan."
1251,RISK-0001,3.0,20130201,,223920000.0,0.0,223920000.0,Critical,,223920000.0,Unknown,"Operational risk event: Internal fraud caused by People in Commercial banking located in Hunan, Hengyang."
1252,RISK-0001,3.0,20150701,,30000000.0,0.0,30000000.0,Critical,,30000000.0,Unknown,"Operational risk event: Internal fraud caused by People in Commercial banking located in Hebei, Shijiazhuang."
1253,RISK-0023,3.0,20131001,,717000000.0,0.0,717000000.0,Critical,,717000000.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Shanxi, Taiyuan,Jincheng,Jinzhong,Sanmenxia,Xi'an."
1254,RISK-0023,3.0,20131001,,134000000.0,0.0,134000000.0,Critical,,134000000.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Hubei,Guangdong, Unknown city."
1255,RISK-0001,3.0,20140501,,140000000.0,0.0,140000000.0,Critical,,140000000.0,Unknown,"Operational risk event: Internal fraud caused by People in Commercial banking located in Sichuan, Chengdu,Meishan."
1256,RISK-0023,3.0,20140401,,140000000.0,0.0,140000000.0,Critical,,140000000.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Shandong, Qingdao,Binzhou,Dongying."
1257,RISK-0001,3.0,20150301,,3000000000.0,0.0,3000000000.0,Critical,,3000000000.0,Unknown,"Operational risk event: Internal fraud caused by People in Commercial banking located in Beijing,Shandong, Langfang,Jinan,Qingdao."
1258,RISK-0001,3.0,20160301,,218000000.0,0.0,218000000.0,Critical,,218000000.0,Unknown,"Operational risk event: Internal fraud caused by People in Commercial banking located in Shandong, Heze."
1259,RISK-0023,3.0,20121101,,12800000.0,0.0,12800000.0,Critical,,12800000.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Shandong, Jining."
1260,RISK-0031,2.0,20120301,,300000.0,0.0,300000.0,High,,300000.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Unknown province, Unknown city."
1261,RISK-0023,3.0,20141001,,288475845.0,0.0,288475845.0,Critical,,288475845.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Anhui, Suzhou,Xiamen,Quanzhou,Rizhao."
1262,RISK-0031,2.0,20120901,,81384405.0,0.0,81384405.0,Critical,,81384405.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Shanghai,Jiangxi, Nanchang."
1263,RISK-0062,6.0,20190201,,751000000.0,0.0,751000000.0,Critical,,751000000.0,Unknown,"Operational risk event: Clients, products & business practices caused by External event in Payment and settlement located in Shanghai, Unknown city."
1264,RISK-0058,9.0,20160301,,1800000.0,0.0,1800000.0,Critical,,1800000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Trading & sales located in Beijing,Tianjin,Shanghai,Hunan, Shenzhen."
1265,RISK-0059,3.0,20121101,,90000000.0,0.0,90000000.0,Critical,,90000000.0,Unknown,"Operational risk event: Internal fraud caused by External event in Commercial banking located in Heilongjiang,Shandong, Harbin."
1266,RISK-0063,9.0,20150601,,800000000.0,0.0,800000000.0,Critical,,800000000.0,Unknown,"Operational risk event: Clients, products & business practices caused by People in Trading & sales located in Shanghai,Chongqing, Xi'an."
1267,RISK-0008,9.0,,,50000000.0,0.0,50000000.0,Critical,,50000000.0,Unknown,"Operational risk event: Internal fraud caused by People in Trading & sales located in Beijing, Shangqiu."
1268,RISK-0005,7.0,20111101,,11520000.0,0.0,11520000.0,Critical,,11520000.0,Unknown,"Operational risk event: Internal fraud caused by People in Retail banking located in Jiangsu, Huaian."
1269,RISK-0031,2.0,20120301,,16923500.0,0.0,16923500.0,Critical,,16923500.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Shandong, Linyi."
1270,RISK-0023,3.0,20111201,,889000000.0,0.0,889000000.0,Critical,,889000000.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Shanghai, Nanjing."
1271,RISK-0058,9.0,20171201,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Trading & sales located in Shanghai, Unknown city."
1272,RISK-0057,2.0,20171201,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Unknown province, Unknown city."
1273,RISK-0031,2.0,20171201,,500000.0,0.0,500000.0,High,,500000.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Unknown province, Unknown city."
1274,RISK-0064,7.0,20140801,,570000.0,0.0,570000.0,High,,570000.0,Unknown,"Operational risk event: Internal fraud caused by External event in Retail banking located in Sichuan, Chengdu."
1275,RISK-0031,2.0,20061001,,640000.0,0.0,640000.0,High,,640000.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Guangdong, Unknown city."
1276,RISK-0024,6.0,20150301,,5000000.0,0.0,5000000.0,Critical,,5000000.0,Unknown,"Operational risk event: External fraud caused by External event in Payment and settlement located in Beijing, Unknown city."
1277,RISK-0065,6.0,20180401,,1632605.0,0.0,1632605.0,Critical,,1632605.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Payment and settlement located in Beijing, Quanzhou."
1278,RISK-0023,3.0,20121101,,19311900.0,0.0,19311900.0,Critical,,19311900.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Shanghai,Jiangxi, Nanchang,Zhongshan."
1279,RISK-0023,3.0,20130301,,38453897.0,0.0,38453897.0,Critical,,38453897.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Zhejiang, Unknown city."
1280,RISK-0023,3.0,20150901,,39000000.0,0.0,39000000.0,Critical,,39000000.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Unknown province, Binzhou."
1281,RISK-0066,2.0,20161201,,1215600.0,0.0,1215600.0,Critical,,1215600.0,Unknown,"Operational risk event: Internal fraud caused by Process in Asset management located in Henan, Zhengzhou."
1282,RISK-0031,2.0,20150201,,840000.0,0.0,840000.0,High,,840000.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Hunan, Unknown city."
1283,RISK-0031,2.0,20040701,,5920000.0,0.0,5920000.0,Critical,,5920000.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Shanxi, Linfen."
1284,RISK-0031,2.0,,,10941400.000000002,0.0,10941400.000000002,Critical,,10941400.000000002,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Hubei, Enshi."
1285,RISK-0025,7.0,20181201,,200000.0,0.0,200000.0,Medium,,200000.0,Unknown,"Operational risk event: External fraud caused by External event in Retail banking located in Beijing,Shanghai,Yunnan, Unknown city."
1286,RISK-0023,3.0,20170301,,120000000.0,0.0,120000000.0,Critical,,120000000.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Beijing,Guangxi,Shaanxi,Xinjiang, Chongzuo,Xi'an,Bayingolin."
1287,RISK-0023,3.0,,,97000000.0,0.0,97000000.0,Critical,,97000000.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Hunan, Loudi."
1288,RISK-0008,9.0,20130601,,155130000.0,0.0,155130000.0,Critical,,155130000.0,Unknown,"Operational risk event: Internal fraud caused by People in Trading & sales located in Shanghai,Jiangxi,Guangdong, Unknown city."
1289,RISK-0005,7.0,,,109037400.0,0.0,109037400.0,Critical,,109037400.0,Unknown,"Operational risk event: Internal fraud caused by People in Retail banking located in Jiangsu,Guangxi,Chongqing, Zhenjiang."
1290,RISK-0011,2.0,20120901,,40000000.0,0.0,40000000.0,Critical,,40000000.0,Unknown,"Operational risk event: Clients, products & business practices caused by People in Asset management located in Chongqing, Unknown city."
1291,RISK-0001,3.0,20131001,,97639000000.0,0.0,97639000000.0,Critical,,97639000000.0,Unknown,"Operational risk event: Internal fraud caused by People in Commercial banking located in Liaoning,Hubei,Chongqing, Chengdu,Kunming,Qujing."
1292,RISK-0023,3.0,20050401,,52560000.0,0.0,52560000.0,Critical,,52560000.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Beijing,Hebei,Shaanxi, Taiyuan."
1293,RISK-0001,3.0,20160901,,23306200.0,0.0,23306200.0,Critical,,23306200.0,Unknown,"Operational risk event: Internal fraud caused by People in Commercial banking located in Beijing, Unknown city."
1294,RISK-0001,3.0,,,20056700.0,0.0,20056700.0,Critical,,20056700.0,Unknown,"Operational risk event: Internal fraud caused by People in Commercial banking located in Shanxi, Taiyuan,Jincheng."
1295,RISK-0031,2.0,,,80000000.0,0.0,80000000.0,Critical,,80000000.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Jiangsu,Zhejiang, Suzhou,Zhenjiang,Shaoxing."
1296,RISK-0001,3.0,,,43205081.0,0.0,43205081.0,Critical,,43205081.0,Unknown,"Operational risk event: Internal fraud caused by People in Commercial banking located in Beijing,Liaoning,Heilongjiang,Shandong, Dalian,Chaoyang,Jinan."
1297,RISK-0001,3.0,20150501,,450000000.0,0.0,450000000.0,Critical,,450000000.0,Unknown,"Operational risk event: Internal fraud caused by People in Commercial banking located in Beijing,Zhejiang, Ningbo,Chengdu,Zigong."
1298,RISK-0001,3.0,20141101,,115746200.0,0.0,115746200.0,Critical,,115746200.0,Unknown,"Operational risk event: Internal fraud caused by People in Commercial banking located in Zhejiang,Henan, Zhengzhou,Xuchang."
1299,RISK-0001,3.0,20100601,,80000000.0,0.0,80000000.0,Critical,,80000000.0,Unknown,"Operational risk event: Internal fraud caused by People in Commercial banking located in Hunan, Changsha,Yiyang,Chengdu,Ziyang."
1300,RISK-0001,3.0,20140601,,87800000.0,0.0,87800000.0,Critical,,87800000.0,Unknown,"Operational risk event: Internal fraud caused by People in Commercial banking located in Sichuan,Tibet, Dazhou."
1301,RISK-0025,7.0,20190101,,90000.0,0.0,90000.0,Medium,,90000.0,Unknown,"Operational risk event: External fraud caused by External event in Retail banking located in Unknown province, Zhengzhou."
1302,RISK-0031,2.0,20120801,,5500000.0,0.0,5500000.0,Critical,,5500000.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Shandong, Weifang."
1303,RISK-0001,3.0,20111101,,58256822.0,0.0,58256822.0,Critical,,58256822.0,Unknown,"Operational risk event: Internal fraud caused by People in Commercial banking located in Yunnan, Kunming."
1304,RISK-0001,3.0,20130201,,64200000.0,0.0,64200000.0,Critical,,64200000.0,Unknown,"Operational risk event: Internal fraud caused by People in Commercial banking located in Unknown province, Ganzhou,Jiujiang,Xinyu,Dongfang."
1305,RISK-0001,3.0,20140101,,7100000.0,0.0,7100000.0,Critical,,7100000.0,Unknown,"Operational risk event: Internal fraud caused by People in Commercial banking located in Beijing,Liaoning,Shandong,Guangdong,Ningxia,Xinjiang, Shijiazhuang,Baotou,Shenzhen,Yinchuan,Urumqi."
1306,RISK-0031,2.0,20131101,,200000000.0,0.0,200000000.0,Critical,,200000000.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Beijing,Hebei,Shanxi, Unknown city."
1307,RISK-0031,2.0,,,7755800.0,0.0,7755800.0,Critical,,7755800.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Hubei, Unknown city."
1308,RISK-0005,7.0,20110601,,11200000.0,0.0,11200000.0,Critical,,11200000.0,Unknown,"Operational risk event: Internal fraud caused by People in Retail banking located in Unknown province, Weifang."
1309,RISK-0005,7.0,20161101,,26600000.0,0.0,26600000.0,Critical,,26600000.0,Unknown,"Operational risk event: Internal fraud caused by People in Retail banking located in Beijing,Jiangsu, Nanjing."
1310,RISK-0023,3.0,20131201,,370000000.0,0.0,370000000.0,Critical,,370000000.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Unknown province, Unknown city."
1311,RISK-0031,2.0,20150401,,11600000.0,0.0,11600000.0,Critical,,11600000.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Unknown province, Unknown city."
1312,RISK-0025,7.0,20131201,,140000000.0,0.0,140000000.0,Critical,,140000000.0,Unknown,"Operational risk event: External fraud caused by External event in Retail banking located in Beijing,Liaoning,Henan,Guangxi,Yunnan,Shaanxi, Shenyang,Fuxin,Sanmenxia,Guilin,Weinan,Baiyin."
1313,RISK-0023,3.0,20140401,,7507000.0,0.0,7507000.0,Critical,,7507000.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Unknown province, Unknown city."
1314,RISK-0067,2.0,20161101,,7179000.0,0.0,7179000.0,Critical,,7179000.0,Unknown,"Operational risk event: Business disruption and system failures caused by System in Asset management located in Beijing, Chaoyang."
1315,RISK-0057,2.0,20181201,,50000.0,0.0,50000.0,Medium,,50000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Asset management located in Hebei, Unknown city."
1316,RISK-0031,2.0,20100501,,19005343.0,0.0,19005343.0,Critical,,19005343.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Zhejiang,Shandong,Henan,Guangdong,Sichuan, Huzhou,Lishui,Xiamen,Quanzhou,Zhumadian."
1317,RISK-0001,3.0,,,90336100.0,0.0,90336100.0,Critical,,90336100.0,Unknown,"Operational risk event: Internal fraud caused by People in Commercial banking located in Tianjin,Chongqing, Dalian,Dongfang."
1318,RISK-0025,7.0,20181001,,200000.0,0.0,200000.0,Medium,,200000.0,Unknown,"Operational risk event: External fraud caused by External event in Retail banking located in Fujian, Zhangzhou."
1319,RISK-0001,3.0,20140601,,60000000.0,0.0,60000000.0,Critical,,60000000.0,Unknown,"Operational risk event: Internal fraud caused by People in Commercial banking located in Hebei,Shanxi,Inner mongolia,Inner mongolia, Hohhot,Hulun buir."
1320,RISK-0001,3.0,20150101,,76000000.0,0.0,76000000.0,Critical,,76000000.0,Unknown,"Operational risk event: Internal fraud caused by People in Commercial banking located in Jiangsu, Nanjing,Huainan."
1321,RISK-0031,2.0,20120601,,3610020.0,0.0,3610020.0,Critical,,3610020.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Jiangsu, Yancheng,Haidong."
1322,RISK-0005,7.0,20170901,,886000.0,0.0,886000.0,High,,886000.0,Unknown,"Operational risk event: Internal fraud caused by People in Retail banking located in Hebei,Jilin,Fujian,Hunan,Guangdong,Gansu, Handan,Jilin,Nanjing,Zhenjiang,Shaoxing,Xiamen,Quanzhou,Hengyang,Nanning,Wenchang,Wuwei."
1323,RISK-0031,2.0,20110201,,8570000.0,0.0,8570000.0,Critical,,8570000.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Unknown province, Unknown city."
1324,RISK-0005,7.0,,,2472000.0,0.0,2472000.0,Critical,,2472000.0,Unknown,"Operational risk event: Internal fraud caused by People in Retail banking located in Unknown province, Unknown city."
1325,RISK-0005,7.0,20160301,,390000.0,0.0,390000.0,High,,390000.0,Unknown,"Operational risk event: Internal fraud caused by People in Retail banking located in Unknown province, Unknown city."
1326,RISK-0031,2.0,20161201,,3000000000.0,0.0,3000000000.0,Critical,,3000000000.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Unknown province, Unknown city."
1327,RISK-0025,7.0,20150101,,180000000.0,0.0,180000000.0,Critical,,180000000.0,Unknown,"Operational risk event: External fraud caused by External event in Retail banking located in Hubei, Chaoyang,Shiyan."
1328,RISK-0005,7.0,20180101,,1388200.0,0.0,1388200.0,Critical,,1388200.0,Unknown,"Operational risk event: Internal fraud caused by People in Retail banking located in Shandong,Henan,Hunan,Macao, Huzhou,Xiamen,Quanzhou,Zhumadian."
1329,RISK-0003,6.0,20160201,,1098228500.0,0.0,1098228500.0,Critical,,1098228500.0,Unknown,"Operational risk event: Internal fraud caused by People in Payment and settlement located in Shandong, Linyi."
1330,RISK-0023,3.0,20160601,,1900000000.0,0.0,1900000000.0,Critical,,1900000000.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Beijing,Hebei,Shanghai, Xingtai,Langfang,Zhengzhou,Jiaozuo,Baiyin."
1331,RISK-0023,3.0,20101201,,10900000000.0,0.0,10900000000.0,Critical,,10900000000.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Guangxi, Liuzhou."
1332,RISK-0025,7.0,20181001,,4750.0,0.0,4750.0,Low,,4750.0,Unknown,"Operational risk event: External fraud caused by External event in Retail banking located in Beijing,Jilin,Shanghai,Shandong,Chongqing, Jilin,Changchun,Qingdao."
1333,RISK-0067,2.0,20161101,,7179000.0,0.0,7179000.0,Critical,,7179000.0,Unknown,"Operational risk event: Business disruption and system failures caused by System in Asset management located in Beijing, Cangzhou,Chaoyang."
1334,RISK-0001,3.0,,,3200000000.0,0.0,3200000000.0,Critical,,3200000000.0,Unknown,"Operational risk event: Internal fraud caused by People in Commercial banking located in Beijing,Inner mongolia,Shanghai,Zhejiang,Fujian,Inner mongolia, Tongliao,Putian."
1335,RISK-0031,2.0,20150701,,22808300.0,0.0,22808300.0,Critical,,22808300.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Jiangsu, Suzhou."
1336,RISK-0031,2.0,,,9000000.0,0.0,9000000.0,Critical,,9000000.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Unknown province, Unknown city."
1337,RISK-0023,3.0,20101201,,42000000000.0,0.0,42000000000.0,Critical,,42000000000.0,Unknown,"Operational risk event: External fraud caused by External event in Commercial banking located in Guangxi, Unknown city."
1338,RISK-0005,7.0,,,2472000.0,0.0,2472000.0,Critical,,2472000.0,Unknown,"Operational risk event: Internal fraud caused by People in Retail banking located in Hunan, Changchun."
1339,RISK-0008,9.0,20110101,,98600000.0,0.0,98600000.0,Critical,,98600000.0,Unknown,"Operational risk event: Internal fraud caused by People in Trading & sales located in Liaoning, Shenyang,Yichun,Guilin."
1340,RISK-0025,7.0,20180701,,17000.0,0.0,17000.0,Low,,17000.0,Unknown,"Operational risk event: External fraud caused by External event in Retail banking located in Fujian,Henan,Guangdong, Xiamen,Quanzhou,Zhengzhou,Shenzhen."
1341,RISK-0068,7.0,20090201,,1652660.0,0.0,1652660.0,Critical,,1652660.0,Unknown,"Operational risk event: External fraud caused by People in Retail banking located in Anhui, Unknown city."
1342,RISK-0069,5.0,,,450000.0,0.0,450000.0,High,,450000.0,Unknown,"Operational risk event: Clients, products & business practices caused by External event in No business line located in Unknown province, Unknown city."
1343,RISK-0062,6.0,20150601,,840000000.0,0.0,840000000.0,Critical,,840000000.0,Unknown,"Operational risk event: Clients, products & business practices caused by External event in Payment and settlement located in Beijing,Inner mongolia,Jilin,Zhejiang,Anhui,Jiangxi,Shandong,Guizhou,Inner mongolia, Baotou,Jilin,Harbin,Nanjing,Nantong,Wenzhou,Ningbo,Hangzhou,Shaoxing,Xuancheng,Putian,Qingdao,Yantai,Zhengzhou."
1344,RISK-0070,6.0,20160401,,310000000.0,0.0,310000000.0,Critical,,310000000.0,Unknown,"Operational risk event: Clients, products & business practices caused by People in Payment and settlement located in Beijing,Jilin,Shanghai,Anhui,Jiangxi,Guangxi,Xinjiang, Handan,Shenyang,Jilin,Ningbo,Hangzhou,Jiaxing,Xuancheng,Changsha,Shenzhen,Baiyin."
1345,RISK-0043,2.0,,,600000000.0,0.0,600000000.0,Critical,,600000000.0,Unknown,"Operational risk event: External fraud caused by External event in Asset management located in Unknown province, Unknown city."
1346,RISK-0005,7.0,20091201,,454832990.0,0.0,454832990.0,Critical,,454832990.0,Unknown,"Operational risk event: Internal fraud caused by People in Retail banking located in Unknown province, Xuzhou,Zhengzhou,Shangqiu,Chengdu."
1347,RISK-0031,2.0,20080101,,750000000.0,0.0,750000000.0,Critical,,750000000.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Beijing,Jiangsu,Shandong, Yantai."
1348,RISK-0008,9.0,20130201,,29800000.0,0.0,29800000.0,Critical,,29800000.0,Unknown,"Operational risk event: Internal fraud caused by People in Trading & sales located in Beijing,Shanxi, Taiyuan."
1349,RISK-0001,3.0,20111001,,82972400.0,0.0,82972400.0,Critical,,82972400.0,Unknown,"Operational risk event: Internal fraud caused by People in Commercial banking located in Beijing,Shandong, Chaoyang,Yantai."
1350,RISK-0001,3.0,20130301,,160350900.0,0.0,160350900.0,Critical,,160350900.0,Unknown,"Operational risk event: Internal fraud caused by People in Commercial banking located in Zhejiang,Shandong, Binzhou."
1351,RISK-0005,7.0,20130301,,3902256.0,0.0,3902256.0,Critical,,3902256.0,Unknown,"Operational risk event: Internal fraud caused by People in Retail banking located in Shandong, Dezhou."
1352,RISK-0071,2.0,20160601,,35000000.0,0.0,35000000.0,Critical,,35000000.0,Unknown,"Operational risk event: Execution, delivery & process management caused by People in Asset management located in Liaoning, Dandong."
1353,RISK-0072,3.0,,,1800000000.0,0.0,1800000000.0,Critical,,1800000000.0,Unknown,"Operational risk event: External fraud caused by Process in Commercial banking located in Beijing,Hebei, Baoding."
1354,RISK-0025,7.0,20170301,,950000.0,0.0,950000.0,High,,950000.0,Unknown,"Operational risk event: External fraud caused by External event in Retail banking located in Beijing,Hebei,Shanxi,Zhejiang,Henan,Sichuan, Shijiazhuang,Linfen,Ningbo,Hangzhou,Nanyang,Changsha,Luzhou."
1355,RISK-0058,9.0,20170501,,2000000.0,0.0,2000000.0,Critical,,2000000.0,Unknown,"Operational risk event: Clients, products & business practices caused by Process in Trading & sales located in Jiangsu, Zhenjiang."
1356,RISK-0031,2.0,20080701,,484000.0,0.0,484000.0,High,,484000.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Guangdong, Dongguan."
1357,RISK-0059,3.0,,,3300000000.0,0.0,3300000000.0,Critical,,3300000000.0,Unknown,"Operational risk event: Internal fraud caused by External event in Commercial banking located in Beijing,Zhejiang, Ningbo,Chengdu."
1358,RISK-0031,2.0,,,14000000.0,0.0,14000000.0,Critical,,14000000.0,Unknown,"Operational risk event: Internal fraud caused by People in Asset management located in Jiangsu, Unknown city."
1359,RISK-0060,9.0,20121101,,62885000.0,0.0,62885000.0,Critical,,62885000.0,Unknown,"Operational risk event: Clients, products & business practices caused by External event in Trading & sales located in Zhejiang, Hangzhou."
